person,126,448,79,391,0.36975497
person,290,425,69,328,0.31846082
person,723,415,66,284,0.27544302
person,643,405,80,295,0.21833462
person,898,428,101,321,0.3049742
person,1113,413,108,334,0.4427077
person,1230,416,98,370,0.2878444
person,300,502,87,315,0.26440898
person,537,538,88,296,0.42444554
person,470,530,95,321,0.23932175
